,tweet
72,@dw_russian Блядь ждут пули продала себя как последняя шлюха англосаксам 😂
73,"RT @myxa__228_: -ебать я набухался
-а у меня мать шлюха

комфорт"
74,"@alekseymudla разница в том, что люди, которых ты описываешь переходят на личности. слишком жирная для лосин, юбка делает из мужика пидора или женщина в тату это шлюха

если человек пишет: меня привлекают худые девушки это моё предпочтение, то это ок! мы не можем со всеми сходиться во вкусах"
75,@elmisievichh Шлюха в шоке
76,"Шлюха, онліфанщіца і та сама жінка яка б тобі ніколи не дала, ото ти плачеш 😂"
77,@tass_agency ебаная путинская шлюха
78,@_sebir_ @Zhitnipalzhi @Wild_SPb Тогда шлюха
79,@dayanat01 Шлюха и шалава!
80,"@yoshkinkrot @kuban_republic @kuban_republic нафига ты репостишь этих имперских блядей? Эта шлюха из той же банды що и навэльнэ. Не разочаровывай меня, земляк. и нифига он значимового не сказал, и не будет китаец забирать земли рабсеюшки, во-первых ему этого не позволят сделать, во-вторых, ему это не нужно👇🏻"
81,"-ебать я набухался
-а у меня мать шлюха

комфорт"
82,"Какая же беда у авторов короля и шута с женскими персонажами. Просто кошмар. Либо шлюха, либо мадонна. Маша только ничего, но это они не вникают в её историю вообще."
83,@rshaveddinov @letters2navalny Этот maximus - известная шлюха
84,"@StarshinaZapasa Баба это у тебя завтра зарплата у пороха, ребята эта шлюшка каждый месяц 25 числа получает три тысячи евро от траста рошена из Лихтенштейна. Баба ты самая дешёвая шлюха"
85,"там чел буквально начал писать слава одному тупому деду, говорить, что я шлюха, а второй блять начал говорить, что он выебет его страпоном, есои тот не прекратит.

 Я ЖИВУ В КАКОМ-ТО АНЕКДОТЕ БЛЯТЬ https://t.co/KmpDGriAwc"
86,@bocharik Ты там с любовником катаешь шлюха кадыровская?
87,"@1kotofeef Повариха на кухне, шлюха в спальне)) идеально!"
88,Вавилонская шлюха
89,"@bocharik Ну вот опять бочарика муж не удовлетворил. Несёт разную херню, как неудовлетворенная шлюха. бочарик помастурбируй очко и все пройдёт."
90,@dw_russian это фашистко- нацисткая шлюха в панике потому что ей и ей подобным скоро хана
91,@GolosAmeriki а кто эта американская шлюха? кто вообще не спрашивает и что она может знать ? Проститутка политическая
92,@kamiladotter Да даже замужем- шлюха🤡
93,"@arinawhynot Надела хиджаб - ты сделала это слишком поздно, шлюха"
94,"@burgudian @Ch_comix Боже блядь, шо вона має, це міжрасова шлюха, яка строїть з себе машину для репродукції

Я не здивуюся, якщо виявиться, що їй майже 30 і в неї досі нема чоловіка, а то й вона взагалі лезбійка"
95,"@MedvedevRussiaE Соси маленький член своего хозяина, маленькая шлюха. https://t.co/4vqqfqs0l5"
96,"То, что Бербок шлюха неудивительно.
Сама блдь и речи блдские.

🤔😡"
97,"@M_Ruvido @tanteemmma @bukbrid @prof_preobr Быстро сломалась шлюха)))
Правильно население не сравнивай, особенно то, которое хотел захватить Гитлер, и территорию не сравнивай, и наличие современной техники тоже.
Ничего не сравнивай, кроме хуя с пальцем, это может повредить твой слабый мозг)))"
98,"@Bykvu Шлюха блядь,закрий єбало"
99,"@grom_ig а да? я лишь очередная твоя шлюха, пёс ебучий"
