,tweet
63,"В пятницу одна подвыпившая телка спорила с подвыпившим мной в каком году вышел Горгород. Ну в 2015 конечно же, она нет, в 2016. Спорим? Я ну спорим. Давай если я проиграю я покажу тебе в ближайшем туалете сиськи, нет, ты будешь должен мне желание.

Классные в общем сиськи"
64,"Маркетинг это про стратегию, умение в анализ, метрики, инструменты, коорд команды, креатив. Тёлка набравшая аудиторию на гивах, которая рассказывает как запускать курсы по тому как запускать курсы НЕ маркетолог 🤦🏻‍♀️"
65,"@derella9 Короче телка пишет что завидует сестре , которая страшненькая и у нее куча мужиков и муж...
А автокра богатая , с квартирой образованием и ТД , но без мужика...
Но на 6 месяце беременности"
66,ужасающий трек фэйса маленькая телка. буду слушать его на репите всю неделю
67,@romameyher Толстая телка
68,"как же я ненавижу слова «баба» и «телка» и хрен бы с ним когда их используют мужчины, что взять с недоразвитых, но когда так говорят женщины 🤢 и чаще всего в ситуациях когда девушка фигурирует в нейтральном ключе, почему нельзя сказать «девушка» или «женщина», что с вами не так"
69,"@stes_sava @FimaKatc @kompolk ""Свидетель"",покажи нам всем подобное видео с Куева или Житомира.Вы будете прокляты на века и мочить бандерьё будут всегда и везде.От этого позора вам не отмыться.А Одессу русские себе вернут,сколько бы рагулья,как эта тёлка на видео, туда не завозили.https://t.co/JC65MDiAYF"
70,@bocharik Бочарик твоя телка-)?
71,"@pri202222 @AndJusticeFAll Денис если телка тебе отказала, так бывает, не надо близко принимать к сердцу, еще другие будут, поверь, женщин много на земле и на этой свет клином не сошелся"
72,"@trysbInavalnogo Есть конечно :
Девушка - телка- типичный пример мужететива:))"
73,"@bolduchu @legolasov Тёлка из бара идёт с мужиком которого впервые видит на заброшку, она думала ей там мультик покажут ?"
74,"@PlatonRedkin @msvetov Светов верит в чудо, наивен и прост, как сельская телка"
75,шо за телка?
76,"Сижу на работе обсуждаю с другом планы на осень, куда хочу сгонять в отпуск. 
Пьяная телка: Вы такую хуйню обсуждаете ребят, вам бы на передовую. 
Ее парень, с которым она сосалась минут 30: 🗿"
77,"блять вот что-что а это ёбанное ""тёлка"" из уст дани просто пиздец он раньше так часто это слово использовал 🚩🚩🚩🚩🚩"
78,я не тёлка не киска я чувствую твой запах от тебя воняет маленькой пиписькой это факты
79,бляя слова типа баба телка девка такие неприятные нахуй я не могу
80,@diputs_tuls Тёлка Кеши?
81,"@KazahskijChesir @elboxerr я хуй проссы кто хуже - обоссаные пориджи которые не могут бабу за жопу потрогать без того чтобы предварительно не оформить Осознанное Согласие письменно у нотариуса или такие орангутанги блядь
ГЫГЫГЫ ТЕЛКА НАКИДАЛАСЬ ЩАС ЕЕ РАКОМ ПОСТАВЛЮ 
ха-тьфу блядь"
82,@something130323 хватит меня преследовать фэйковая телка
83,девочка ты просто телка
84,"@mau_muaa с днем рождения 🎈🎉🎁🍾🎊🎂 тбя
ббра и ншткв по дизни Любимая телка рэперов"
85,@Apocalypto321 @dmitry_shevcov Только сегодня прочла твит что Поклонская очередная телка дырка хуйла… и тут она типо прозрела?
86,@the_ins_ru Тёлка бросила походу
87,Вспомнила как мы ездили толпой во Львов лет 6 назад и одна телка из компании украла у меня браслет Пандора с миллионом этих бусинок 🫠🫠 какой же кринж)))) классная компания была базару нет
88,@mikailme Молодая телка перечеркнула себе жизнь. Интересно понимает хоть перспективу в качестве военного преступника без срока давности?
89,"@lisemordov @EvgeniyGuskov @msvetov Причем здесь кто начал войну? у тебя бомбежка идёт, а вместо того, чтобы эти твои кординационные центры оттуда детей вывозили, у тебя мудоСВУ в школах и детсадах опербазы ставили. 

У тебя еще небось телка подмышки не бреет"
90,"Тёлка-тёлка, дай мне рэп твою жопу крутит Муз-ТВ у-ху dmn"
91,@zene4ka_10 @Andrej59292237 Пропустило значит🤣 вот ведь вредная тёлка
92,шо за телка?
