,tweet
75,@DomkaArkhipivna КИТАЙ КОМУНЯКА -ВОРОГ УКПАЇНИ І ВСЬОГО ДЕМОКРАТИЧНОГО СВІТУ. ТОМУ ДЕМОКР.СВІТ МАЄ ШВИДКО ВИВЕСТИ ВСІ ВИРОБНИЦТВА ДО СВОЇХ КРАЇН І ДАТИ СВОЇМ НАРОДАМ РОБОТУ І НЕКУПУВАТИ НІЧОГО ВИРОБЛЕНОГО В КИТАЇ.
76,"@Samsung64505502 @igorkushnarev2 Це якраз справжній комуняка,колєрований. Якраз такі от падлюки і є справжними комуняками, починаючи з сіфілітіка, півтрупа якого смердить у мавзолеї, який ніколи непрацював і розважався на гроші батьків та довпойопів на заході, а після зрадив Батьківщину на гроші ворога"
77,"@phallehoohaa i can't even make something up about THIS, WGAT THE ACTUAL FUCJ
хороший латвійський комуняка? good latvian communist-excuser ukraine-lover? white right modern comm- nah im leaving
also you're so good at hiding people's confidential information, the user is still here😭😭😭😭😭"
78,"Мене забанив комуняка, а що корисне зробили ви сьогодні? https://t.co/Jmk5GUSUlL"
79,@Lsc2315 @leongend @BrianTHart Ти чого мене забанив комуняка
80,RT @lexua86: @yakovinaivan1 Диктатор-комуняка буде на стороні добра?🤷
81,@yakovinaivan1 Диктатор-комуняка буде на стороні добра?🤷
82,@o__Also Это ж комуняка
83,RT @SergVolin: Ви очікували чогось їньшого. Комуняка з Пекіну завітав у головний офіс НКВС...
84,"@CT9397 @NGScott_NZ @officejjsmart Ні, це брехлива комуняка і одне з двох - або розуміє і навмисне бреше, або жертва тих, хто навмисне бреше."
85,RT @SergVolin: Ви очікували чогось їньшого. Комуняка з Пекіну завітав у головний офіс НКВС...
86,Ви очікували чогось їньшого. Комуняка з Пекіну завітав у головний офіс НКВС...
87,@svoboda1909 @grntmedia Ты комуняка?
88,@ukrpravda_news Китайська диктаторська комуняка прилетіла до міжнародного злочинця в розшуку. Чудова парочка! 💩🤬🤮 https://t.co/nSy0bYeRSf
89,"@censor_net Ще одна недоімперія комуняк, яка нічого крім 💩 страждань та заборон в цей світ принести не може! Комуняка - то діагноз! 💩🧟🤮 https://t.co/WvBSw4TL0X"
90,"@VVP2_0 вони один одного варті.
комуняка сі мало чим кращий за хуйло.
лише справа часу, коли вони стануть зовсім однаковими..."
91,сподіваюсь китайська комуняка привезе путіну ковід й той вмре в муках
92,"@Info53917080 Стара комуняка, яка вирішила що вона націоналістка, і через ці внутрішні конфлікти постійно зла, агресивна, неприємна, з манією величі. 🫤"
93,@Info53917080 КОМУНЯКА  ЕБУЧА!!!!!
94,"@AK66v10 @leonidvolkov Ха, комуняка, ты-анахронизм🤣"
95,@Info53917080 Комуняка-перевертень та провокаторша.
96,"@soldat31 Это и китайцу месседж тоже. 
А то комуняка вдруг засобирался  в мацкву с ночевкой.
Атата си дзынь пень!"
97,@bromtula_ Верно комуняка глаголишь.
98,"@TarasChmut а потім китайський комуняка нам би блокував постачання та обслуговування, бо він на боці русні."
99,"@tuposlavandar Комуняка знов насе расистську фігню. Нічого нового, вони мільйонами винищували людей у СРСР, агресивно русифіковували Україну, Казахстан, Білорусь, Балтійські держави і звичайно дуже брутально насаджували свою ідеалогію на расіє та державах Середньої Азії. https://t.co/Nin1RnXyey"
