,tweet
16,"@Olivier26_07 @nocontextfooty Che, te dolió tanto perder con un sudaca que hasta tenes una crisis política. Te hicimos mierda franchute, aceptalo."
17,@matbarr1 Qué rápido sacas conclusiones! Me pregunto si ese gorrito franchute cubrirá realmente algo debajo!
18,"@LeParisien_75, LTA franchute. Jajajaja. Estás caliente aún? Lo sentimos muy mucho. Jajajaja. Saludos a Randal. https://t.co/JXG1l5LLGK"
19,"@Luisfer80385164 @NIDEARVC @Lord_Sarcazm @jayduarted Pero ese no, me gusta el Franchute Grey Goose. Lo recomiendo"
20,"Y pegue, y pegue, y pegue franchute pegue https://t.co/gIeSlxWK5x"
21,diego y el franchute son como gaston y lefou  #afhs
22,"@infobae Franchute, chupate una baguette. https://t.co/Jb2ZdvAkhz"
23,"@mlgrsdiaz Esperate franchute, esto es oro"
24,@Nosabenligar Más despacio franchute
25,RT @gatilloray2: @Olivier26_07 @nocontextfooty Sácala del ángulo franchute cojido https://t.co/rKNSO95gAl
26,"NO TE ECHI PARA ATRÁS, FRANCHUTE WEON. https://t.co/Q43PKrWc4l"
27,"@Olivier26_07 @nocontextfooty franchute y otaku, de bañarse ni hablamos.
Mirá el gol todo lo que quieras, la copa se fue oara Argentina, franchute violado a dedo https://t.co/Pf0GViLEXs"
28,"Mi momento favorito de todo movimiento social en Francia es cuando salen los bomberos (los de los catálogos sexies, sí señoras) a frentiar al ESMAD franchute y unirse a la protesta. https://t.co/bQDG2tMTxk"
29,"@Nora5Vilma @loderaulo ¿Con varones también? Sabía le gustaban pendejitas de 13-14 años.
Salvo que me haya perdido algún dato, era muy mujeriego el franchute degenerado."
30,"@BFrog__ Que en el mano a mano de la final del mundo, entre el dibu y kolo muani (no se como se escribe), le salia al franchute con esa barrida y ganábamos la tercera. https://t.co/XJb5l0HTA7"
31,@Millonaria1946_ Despacio franchute esto es oro!
32,@tokroraa @equipedefrance Seguí llorando franchute😂😂😂😂😂😂 https://t.co/MRIhFEvaBo
33,"Una de dos, a este franchute jetón se le olvidaron las causas que provocaron la revolución francesa en 1789 o simplemente se está metiendo la historia de Francia por el ""derrière"". https://t.co/XqUsfo5SeY"
34,@nicobriet Mira a ver franchute q te quedas en mi hotel no cap
35,@Olivier26_07 @nocontextfooty De que te sirvió franchute?
36,@kitty_bdp Más despacio Franchute... Esto es oro😁😁😁
37,"@Candelighted10 Despacio, franchute. Esto es oro!"
38,@JUMA9610 Uyyyy cómo andamos con el franchute! ja...
39,"@GMonroyEnergy Es que les está dando chanza a los franceseseses de practicar su deporte favorito: Amotinarse.
Motines, el verdadero deporte nacional franchute. https://t.co/EmEYsiEJH4"
40,RT @casa_hungara: Los franchute en la calle armandaola guapa porque un facha en micasines los quiere jubilar a los 64 años...y ustedes mira…
41,"RT @73weisson: Si citas a Griezmann y a este para unas eliminatorias con Venezuela y bolivia, te cae solo el franchute."
42,RT @casa_hungara: Los franchute en la calle armandaola guapa porque un facha en micasines los quiere jubilar a los 64 años...y ustedes mira…
43,RT @casa_hungara: Los franchute en la calle armandaola guapa porque un facha en micasines los quiere jubilar a los 64 años...y ustedes mira…
44,"@InshAlphAas @Proboox @carrrlitros @Mixwell @CounterStrike Que podemos esperar de un franchute, la tenes adentro como tenes adentro a Messi despues de q te cogieramos en el mundial tambien, a chuparla"
45,Los franchute en la calle armandaola guapa porque un facha en micasines los quiere jubilar a los 64 años...y ustedes mirando un hotel pal sur a pagar a COFIDIS con un interés 25%... #SiganBailando #NoMirenParriba
46,"Si citas a Griezmann y a este para unas eliminatorias con Venezuela y bolivia, te cae solo el franchute. https://t.co/rRuoN5qRb4"
47,"Ahora si se escucha chingón esa francesa…..

Pero si le entiendo y no hablo franchute entonces, es francesa?
#
Voy por otro whisky #LeoEnConvoy"
48,"@MorelNi63205197 @lichimartinezzz @nocontextfooty Mi pija no te la olvidás más franchute 
⭐🌟⭐ https://t.co/DLY7NbHMdH"
49,@Olivier26_07 @nocontextfooty Sácala del ángulo franchute cojido https://t.co/rKNSO95gAl
50,@Bender83393112 @atlefreak1 @SUgayos De las cloacas mejor  no crees ? Franchute ?
51,"@CasaliChapita Como buen franchute, le gustaba el vino 🍷"
52,"@enchercamad Claro...no va a ser por un franchute. 
🤣🤣🤣🤣🤣🤣"
53,"@_BeFootball 🇦🇷⭐️⭐️⭐️🇦🇷 

“Me alegra que te duela, franchute culo roto. El que no canta murió en Qatar”. 
Jorge Luis Borges. https://t.co/ZnKYvFcA0i"
54,"@acidolemon Alexis el novio jajaja Q genio el franchute... Que hermosos son todos ❤️
Felicidades prima 😊

• 🇦🇷 MARCOS AL 9009 
• 🇺🇾 VOTO MARCOS AL 7020

#Granhermano #GH2022 #GH2023 #MARCOSGH"
55,@_BeFootball Franchute culo roto
56,@DaniPetit11 Te quiero mucho Franchute.
57,@MAINBERNEL @rainyblueskyr Ay el franchute del amor 🥰
58,@Scalpa0 @cabjedits Jaja estas todo cogido franchute
59,"Je n'arrêtais pas de pleurer, Franchute, tu ne vas jamais l'enlever, tu vas avoir la bite de Messi coincée dans ton cul à vie. https://t.co/JPyGdjfWbC https://t.co/dVeT1c31In"
60,@tania__rd A ver a qué hora salen los fachos defender al franchute 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
61,@Nicosem3n @Pandurris El equivalente franchute a los ñuñoinos.
62,"@Nicosem3n Esto es el equivalente franchute de las batucadas?

Porque si es así, ha ganado Macron a puro desgaste, poniendo la cara dura y haciendose el weón 🤣"
63,@comecocoos_ @ZeIing va franchute tu t crees cómico no?
64,@quierounberlin Jajajaja es que quería que sonara Franchute
65,"@marsTectomy AFAB, assigned franchute at birth"
66,"@simuk123 correcto corolario, válido en el contexto del estallido 18O. en el contexto franchute tienes factores que empeoran, hay 1 complejo militar q seguro elaboró el robo de esos 2 años de pensiones. si empiezan a exculparse señalado a 'infiltrados rusos' puedes inferir x donde va esto"
67,@carlospascal09 @diarioas Franchute tenía que ser. Aunque normal viendo el nivel de la liga francesa 🤭
68,@marsTectomy Franchute https://t.co/aYjreIRK64
69,"@bebouns1705 @padamecour Me alegra que te duela, franchute."
70,@rcterrones Osea indicas que son 0 muertos porque se está leyendo u oyendo a la prensa mermelera franchute?
71,@Luna7Mantilla @ElJuliSastoque Entonces lea franchute y le dije vaya a lavar los platos jajajaja
72,@Vkjngl @palomasrr I agree with the franchute From the French right xD
73,Otro puto franchute NO https://t.co/APzJ8906WQ https://t.co/g20oXOiQeq
74,@nocontextfooty Para vos franchute amargo de ano roto!!!
75,RT @JAVIER84453114: @OROSOLIDORedes @Amina_maktub @RoanaBuenavent1 @epigmenioibarra @ChelitoAmlover @FerCoronaG @Unbogo @alfredo81072805 @J…
76,"Despacio franchute, esto es oro. https://t.co/Zd81Ds7ZMN https://t.co/fCbnc97xey"
77,@AndreyGMaya Le dieron una sopa de su propio chocolate al franchute
78,@MichuHistorien Eeeeeeella la franchute.😅😅😂 https://t.co/FpsPwBdXcp
79,son prioridades de leo siempre bardear a un franchute antes que un brazuca https://t.co/TiGM5szyo4
80,@AlecsAguir @elsabordelbalon @info7mty Patético ver como los agachones y malinchistas salen a defender al franchute!!! Esa entrada en un juego de liga mínimo de amarilla. Pero el reglamento marca roja entrada por detrás y ni siquiera toca el balón!!! Mexicanismo y malinchismo!!!
81,@ed_anguiano66 @AlecsAguir @elsabordelbalon @info7mty Seguro tu eres ó eras igual de pu3rc0 que el franchute. Al que todo mundo lo caravanea y tu no eres la excepción. Ya lo dijo HUGO SANCHEZ MARQUEZ Mexicanismo agachones y malinchistas!!! Pufff!!!
82,Algún mexicano o del Real Madrid en la sala? Tal vez algún franchute? https://t.co/kUz9vNFzz8
83,"RT @neutralgenerico: hablando con un franchute le digo en modo de elogio que al menos en Francia protestaban y no mataban a nadie, y el fra…"
84,RT @JAVIER84453114: @OROSOLIDORedes @Amina_maktub @RoanaBuenavent1 @epigmenioibarra @ChelitoAmlover @FerCoronaG @Unbogo @alfredo81072805 @J…
85,@Futbol_Fino El dueño del equipo es el Franchute!
86,"hablando con un franchute le digo en modo de elogio que al menos en Francia protestaban y no mataban a nadie, y el franchute: pero deberían, yo: https://t.co/Q9IyLDQSbm"
87,@metroadelantado Francia leblu franchute l'france ja ja ja ja ja
88,@Luna7Mantilla @ElJuliSastoque Es entretenido el franchute... Vaya duerma que los platos del restaurante no se van a lavar solos...
89,RT @JAVIER84453114: @OROSOLIDORedes @Amina_maktub @RoanaBuenavent1 @epigmenioibarra @ChelitoAmlover @FerCoronaG @Unbogo @alfredo81072805 @J…
90,RT @JAVIER84453114: @OROSOLIDORedes @Amina_maktub @RoanaBuenavent1 @epigmenioibarra @ChelitoAmlover @FerCoronaG @Unbogo @alfredo81072805 @J…
91,"Pacos franchutes, bomberos franchutes, faltan pelaos vade franchutes y una tía pikachu franchute...el final ya te lo sabí."
92,RT @JAVIER84453114: @OROSOLIDORedes @Amina_maktub @RoanaBuenavent1 @epigmenioibarra @ChelitoAmlover @FerCoronaG @Unbogo @alfredo81072805 @J…
93,"@OROSOLIDORedes @Amina_maktub @RoanaBuenavent1 @epigmenioibarra @ChelitoAmlover @FerCoronaG @Unbogo @alfredo81072805 @Jacinta_Camila @Burllon @AkireLincho @AdolfoROrtega @Flavio6107ROCA @Avelemor @estherleebenavi @StradaVictor @JoseSer59872866 @PaulosorioDr @SCJN @lopezobrador_ @BeatrizGMuller @Navegaciones Carita no mata colmillo fino  ni franchute quita lo tendencioso y sin escrúpulos.
El Ternurita y La Dalila juntos,como periodistas,no te llegan ni a los talones,mi respetada Nancy.

PROCESO ya no tiene remedio,tiene su corazón en la derecha."
94,Terminó teniendo la razón este franchute ql https://t.co/4EjFerf72S
95,"MACRON, EL FORO ECONOMICO MUNDIAL Y LA AGENDA 2030. NADA ES GRATIS FRANCHUTE... https://t.co/q5v4PWN5uu"
96,"@Luna7Mantilla @ElJuliSastoque Haber Doctorcito franchute, el escudo evidentemente representa un discurso multimodal, ahora insisto ¿que Connotación le quieren dar ustedes los uribestias?"
97,Para mí algún franchute metió a Messi en el freezer sino no se explicaría que no hayamos metido GOL LPM
98,Es bien mamerto el franchute... https://t.co/WKvmmvZWhk
