,tweet
86,"IGUAL ES BROMA NO TODO EL PELO ES ESO SOLAMENTE PARECE😭😭 quería que parecieran sombritas y eso 
Idea tonta tbh pero se ve cheto https://t.co/BgYnL5wCA6"
87,aunque el cheto se vista turro se ve el camuflaje
88,jajajaja cheto mal https://t.co/yqPklPcKFU
89,"siempre m cayó mal por su personalidad sobreactuada y complejo d cheto imbécil pero es el único q le pone el toque humoristico a gh, gracias holder por el clip del pollo y me caen todos como el orto https://t.co/3LPQDpHcpr"
90,RT @SLAYKUN10: is it really possible for un turro y un cheto to be in a relationship? https://t.co/qmiFOZnD2s
91,La coach cuando le compro sus chicharrones de cheto! https://t.co/1Ivv4gffgT
92,Me agarro la loca y me arranque todas las uñass cheto pague alpedo👍🏼
93,"Tengo ganas de pasarla bien, a lo cheto"
94,"Las separaciones d mis amigas me benefician, por un lado tengo camisa nueva y por otro un encendedor re cheto personalizado, JAJAJAJAJAJA PESTAÑARON"
95,"@_luuDominguezz2 cheto, después te haces la amiga con nosotros 😽🤙"
96,"cheto el barrio, acá escuchando como roban 👍🏻👍🏻👍🏻"
97,@feedearagon RE CHETO
