,tweet
43,"@Ellokodelbarri4 @marcos9328 @edusax79 Dice el Bot ""WetBack"" que no importa lo que cueste refinar un combustible, si las perdidas se pagan con el erario. 🤣🤣🤣🤣🤣. Me imagino que no sabes leer estados financieros verdad? Ahi lo dice...Quebrado!! https://t.co/Er4Q0xOr7G https://t.co/hLVkVVpBxC"
44,"@AbuUltra010 Good for nothing wetback

Siseñorquetepasa

Esé

Greaser"
45,RT @ImKalebM: @euleriano4 @panchor87819952 Si son mas racistas que los propios gringos blancos ....en mi estancia en  L.A. me lleve uno que…
46,"@elerre02 @sakatasama2 @alexgargon @ChicShion @PodermxXmx Y tu idea de acusarme de ser bot, te parece genial??

Jajajaja

Un wetback (defensor de violentos) queriendo apantallar!! El chiste se cuenta solo!!

Jajajaja"
47,RT @Jordisoblue: If Hispanics can say “my nigga” then I can say “my wetback”
48,"@RaimundoGarci16 @adan_augusto @AlfonsoDurazo Echando albures el chairo wetback, qué tierno 🤣🤣🤣🤣🤣🤣🤣 https://t.co/e8MzBaJjmF"
49,"@WhitlockJason Yo why did you edit out “bitch” and the N-word, but you spelled out Wetback and spic?"
50,"@euleriano4 @panchor87819952 Si son mas racistas que los propios gringos blancos ....en mi estancia en  L.A. me lleve uno que otro ""beaner"" ""wetback"" y mas...  bien llevaditos pero no les digas nigga por se arma la revolución..😂"
51,If Hispanics can say “my nigga” then I can say “my wetback”
52,"@martinezpol3 @mattlieb LOL, your MAGA chums think you are a fucking wetback, dago (insert epithet here) but still you go play like good boy. 
Not sending their best."
53,@CEASEcyyoung @BTolan72 Perez the only thing I’d let your Hispanic ass help a kid out with is defense. Only because I know Francisco Lindor is also a wetback.
54,RT @vuhsace: Rather be called a Wetback than Latinx
55,@sheloathesyou @m4yslovr didn’t know u liked wetback music
56,"@N3CKONFR0ZE @wentrare @ICEgov we got an undercover wetback over here, he may appear to be from a family of whites but his appearance is of a pure breed MEXICAN, he also has the traits of one; training to become a barber, dreams of landscaping business, and works extremely hard, get em outta here!"
57,"The Education of a Wetback (Hispanic American Heritage Stories) VEETTMQ

https://t.co/lHvXZa29TT"
58,"@MattWalshBlog What an ignorant post. What's your next post, ""Wetback"" is a term of endearment for Mexicans? ""Chink"" as a positive slang name for Chinese or other East Asian people? Asinine."
59,man i needa haircut stupid wetback went to mexico
60,✔️✔️✔️ #wetback #research #active
61,"@ivybey2020 @NATERERUN it’s damn near impossible to say wetback without making it seem like ur openly racist to Latinos. But saying the n word can mean, brother, boyfriend, hb, that’s why it’s normalized."
62,@NATERERUN You know what's crazy if black people normalized the term Wetback and just started saying that all the time we should just do that.
63,RT @LocalSoundwave: did you just call me a border jumping wetback?!!!
64,@miguel108545962 @FightHaven And your wetback self can’t believe talking. Y’all r*pe women 24/7 bc y’all know y’all can’t attract then with looks. Y’all be 5’2 😂
65,RT @LocalSoundwave: did you just call me a border jumping wetback?!!!
66,@chargers979 @bliiicks @upblissed Eres un pinché wetback iwal a el xd cierro mi caso
67,RT @LocalSoundwave: did you just call me a border jumping wetback?!!!
68,"@4Ioka @OGreporter @AnaKasparian It's a bunch of white liberal women who male up the term saying ""sorry brown people your language is wrong."" I'd rather be called a ""beaner"" ""spic"" or ""wetback"" than ""latinx."""
69,RT @TheLouPerez: If I had to do it all over again I’m sticking with my wetback father who was kicked out of high school.
70,RT @LocalSoundwave: did you just call me a border jumping wetback?!!!
71,RT @LocalSoundwave: did you just call me a border jumping wetback?!!!
72,"@WandererReborn @ANeonGreenCity @vrinkles @GitxsanJt @ArnallLabrador One had the offensive name “Operation Wetback”. Many current border policies are racially motivated. LA City Council members were caught a on record being what we would call “colorist”; they referred to constituents as “ugly, dark Oaxacans”."
73,did you just call me a border jumping wetback?!!! https://t.co/FTJH0ZXe3T
74,mb wetback https://t.co/ipXYHYg2TQ
75,"#spring #cleaning 🧹🧺🧽

You us Mexicans were born to clean 😎💃🏻🇲🇽 #wetback #files"
76,"RT @Bdaddyvader: Argh I just had to leave my lot. Bunch of wetback Yahoos parked next, 3 guys kept bumping in my truck and leaning on it i…"
77,"The gothic wetback  domme vs her  mayo cuckaracha 

Findom paypig cashcow humanatm sph finD joi cbt footworship doc martens https://t.co/EZ4kHBnd77"
78,"@charliekirk11 I thought Kirk was a reasonable upstanding citizen?

You obviously have never been called a 'cracker' Kirk.
Or heard a black person call a Hispanic person a 'wetback'.
Guess we were both wrong Kirk.🤷🏻‍♂️"
79,@WeDemBoyz89 @Kush_Pak_LouD @XXL You look like a rat fucker wetback
80,"@KevinCaspa1 @ZeekArkham It's why I moved out of the city. I traded living in Boston for rural Missouri. Out here I don't get judged as a ""wetback"" (even though I was legal and not mexican) that needs to be deported as I did in Boston. In Missouri, I'm just another veteran making a living."
81,@KKArts09 Is wetback or beaner still offensive? I don’t think I know any other Hispanic slurs.
82,@toxiicleo Re read what you just typed 😂😂 I’m starting to think you was on that same short yellow bus as me bc I’ve told your illiterate saggy tit self you don’t know if it took a year a month or a week we do not share the same ethnicity so you would never know wetback 😂
83,"@undrcvrgrypr Fucked outta EXISTENCE, wetback! ⚰️😭🧬😹

✌🏽✌🏽✌🏽"
84,RT @TheLouPerez: If I had to do it all over again I’m sticking with my wetback father who was kicked out of high school.
85,"@AspenMilitaria @monitoringbias A lot of decent points I'll have to consider. Some things I'm not sure about. Eisenhower clearly could distinguish them and saw them as others enough for operation wetback, and that's before 60s."
86,"RT @DenisseEuriale: @HakimZeyech @MrGoodKat420 @JeffYoungerTX @DavidJe81564362 You can tell me beaner, wetback, and other slurs, but I coul…"
87,"@spmshow @RealConex @adrianm10 @FiscaliaCDMX @policia @FBI Ah, eres wetback que asco carnalito con razón tu frustración"
88,"@HakimZeyech @MrGoodKat420 @JeffYoungerTX @DavidJe81564362 You can tell me beaner, wetback, and other slurs, but I couldn’t agree that a lot of Mexicans hit you like that, like cowards. That’s the problem with some of your race, think you are better than others and deserve more respect like white supremacist."
89,"Argh I just had to leave my lot. Bunch of wetback Yahoos parked next, 3 guys kept bumping in my truck and leaning on it i told them to get off they laughed, then they loaded up the landscaping truck took off, well seems one guy got there late so he was on phone leaning on my… https://t.co/h1TWv8qdHd"
90,@feduprepublica1 @BillyBaldwin @CalltoActivism Phony liars who get up there and try and tell us that Inflation does not exist when every time I go to the grocery store I see prices going up. Yall are so stupid you think the rich are paying for wetback foodstamps no you are at the grocery store in the form of inflation.
91,Whoever is blasting wetback music at this hour needs to get arrest cuz wtf is this
92,@jgalan707 @CalltoActivism He wants you and your family to go back to where you came from. So do his voters. Enjoy being the house Wetback?
