,tweet
16,RT @simranshafqat: بیٹیاں مسلمان مسیحی ہندو نہیں ہوتیں ۔۔ بس بیٹیاں ہوتی ہیں https://t.co/2qz2S90UOZ
17,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
18,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
19,@mohammedtalal15 ہندوستانی فوج اپنی بہترین تیاری کیساتھ شاید پاکستانی فوج کا کویٔ توڑ نکال لیں۔ لیکن ایک دفعہ جب وہ پاکستان کا سرزمین پر قدم رکھ لیں گے تو انہیں پتہ چلے گا کہ وہ بری طرح  ٹریپ کر لیے گۓ ہیں۔ امریکہ سات سمندر پھلانگ کے آیا تھا  اور واپس ہو گیا ۔ ہندو کے پاس یہ آپشن نہیں ہوگا۔
20,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
21,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
22,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
23,"RT @MaryamBaloch63: سماجی ہم آہنگی ، مذہبی رواداری کی بہترین مثال : پاکستان
جسٹس رانا بھگوانداس پہلے ہندو اور دوسرے غیر مسلم جج تھے جو سپری…"
24,RT @BeikeMiouch: ارتش و مردم سمرقند و بخارا وقتی فهمیدن حافظ به خاطر یه خال هندو شهرشون رو بخشیده:
25,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
26,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
27,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
28,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
29,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
30,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
31,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
32,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
33,"@Mohamma22095503 @savemuslimgirls کوئی جہنم کی آگ واگ نہیں ہوتی ۔ 
میں تو کہتا ہوں، تم بھی ہندو بن جاؤ ۔"
34,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
35,@SHABAZGIL اس سے بہتر تو ہمارے لئے ہندو اور انگریز ہی تھے پتا تو کہ وہ ہمارے دشمن ہیں۔
36,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
37,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
38,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
39,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
40,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
41,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
42,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
43,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
44,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
45,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
46,RT @AshfaqBabaG1: @CSMR786 ان کی مثال تو اس مولوی کی ھے جو اصل میں ہندو یا سکھ تھا۔لیکن مڈھب چھپاکر مولوی کے روپ میں امامت خطابت کرتا رھا ا…
47,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
48,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
49,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
50,RT @Mubashar_300: پاکستان کی عدلیہ میں تین ایسے ججز ہیں جنہیں انصاف پر مبنی فیصلے دینے والے جج کہا جا سکتا ہے جن میں ایک عیسائی جسٹس کارنیل…
51,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
52,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
53,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
54,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
55,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
56,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
57,"@ChotiSheikhni @ImranKhanPTI یوتھیا مجہول القوم الجاہلیہ والعقل المحدود
یوتھیوں سے بڑا منافق کوئی نہیں کیونکہ {جوملک11 پارٹیاں 75 سالوں میں دیوالیہ نہ کرسکی وہ اکیلے یہودی،قادیانی،ہندو عمران ایجنٹ نے چار سالوں میں کر دکھایا}
گندی نسل کی پہچان پنکی فراہ اور کپتان لکھ دی لحنت، 
🇮🇱🤺(پاکستان تحریک اے اسرائیل) https://t.co/z5Z6HDA9G2"
58,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
59,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
60,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
61,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
62,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
63,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
64,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
65,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
66,"RT @Asadrchaudhry: 2010 میں ہندو جوتشی نے بھارتی Tv پر عمران خان کی ""کنڈلی"" پڑھ کر پیش گوئی کی تھی کہ ""عمران خان عروج پائے گا، وزیر اعظم بن…"
67,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
68,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
69,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
70,RT @Mubashar_300: پاکستان کی عدلیہ میں تین ایسے ججز ہیں جنہیں انصاف پر مبنی فیصلے دینے والے جج کہا جا سکتا ہے جن میں ایک عیسائی جسٹس کارنیل…
71,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
72,@WahajAl78212935 @iRaiSaqib تو ہندو لگ رہا ہے۔ فسادی را کا ایجنٹ
73,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
74,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
75,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
76,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
77,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
78,@ODINiiius حماقت کردند ولی مطمئن باش تمام دنیا تو کودتای ۵۷ دست داشتن،یه. نگاه به امارات.ترکیه،قطر.عربستان.کره جنوبی.چین.هندو...بقیه کنید متوجه میشید،کشوری که به اروپا وام میداد،الان بی ارزش ترین پول دنیا رو داره،چند سال زمان لازم بود تا ایران توی دنیا از لحاظ اقتصادی و نظامی بی رقیب بشه
79,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
80,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
81,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
82,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
83,@SalmaAlthan شیعہ ایک دوسرے کی بہت مدد کرتے ہیں۔ مسلمانوں میں یہ مسئلہ  ہے کہ ایک دوسرے کی مدد نہیں کرتے۔۔شیعہ  دوسرے کفار جیسے کہ ہندو  وغیرہ  کی طرح ایک دوسرے کی بہت مدد کرتے ہیں اس کے بھی زیادہ تر فالوور شیعہ  ہونگے
84,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
85,"RT @Asadrchaudhry: 2010 میں ہندو جوتشی نے بھارتی Tv پر عمران خان کی ""کنڈلی"" پڑھ کر پیش گوئی کی تھی کہ ""عمران خان عروج پائے گا، وزیر اعظم بن…"
86,RT @simranshafqat: بیٹیاں مسلمان مسیحی ہندو نہیں ہوتیں ۔۔ بس بیٹیاں ہوتی ہیں https://t.co/2qz2S90UOZ
87,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
88,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
89,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
90,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
91,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
92,RT @simranshafqat: بیٹیاں مسلمان مسیحی ہندو نہیں ہوتیں ۔۔ بس بیٹیاں ہوتی ہیں https://t.co/2qz2S90UOZ
93,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
94,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
95,RT @Mubashar_300: پاکستان کی عدلیہ میں تین ایسے ججز ہیں جنہیں انصاف پر مبنی فیصلے دینے والے جج کہا جا سکتا ہے جن میں ایک عیسائی جسٹس کارنیل…
96,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
97,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
98,RT @ChParvezElahi: خیبرپختونخواہ سے پہلی سکھ خاتون امیدوار برائے مخصوص نشست سکھ جیت کور،معروف سیاسی شخصیت چودھری اللہ دتہ وڑائچ کی وفد کے ہ…
99,RT @MMAslamIqbal: سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیا…
