,tweet
41,"RT @KukuUppal: یہ وہی سلمان میراثی ہے جو پاکستان دشمنوں کو اداروں کیخلاف خط لکھنے ای میل کرنے اور ٹویٹ میں ٹیگ کرنے ہدایات دیتا ہے۔

#فراڈی…"
42,مجھے سمجھ نہیں آرہا کہ یہ ٹھگوں کی حکومت کر کیا رہی ہے۔ جلسوں کو کون روکتا ہے۔ اتنی نیچ حرکتیں تو کوئی میراثی بھی نہیں کرتا https://t.co/7jaYHzxHWY
43,"@zahidullah2020 @_ImranRiazFan تیرے منافقت پر توو
ڈاکٹر اسرار کوئی فرشتہ نہیں تھا جو اوپر سے پیغام لیکر آیا تھا اب ایجنٹ اور غداروں کو پاکستانی عوام جان چوکے ہیں چاہے وردی میں ہو یا میراثی سیاست دان ہو"
44,@KhSaad_Rafique بیچارے بغض عمران میں اور مریم کی غلامی میں بھانڈ میراثی بن کر رہ گئے ہیں ۔۔دونوں خوجے
45,RT @MeZaildar: اس دو ٹکے کے میراثی نے بلاک کر رکھا تھا اور ہم سمجھے کتا مر گیا ہے https://t.co/GoSO9AZZOR
46,"او کھوتی دیا پترا !!
یہ میراثی تیری ماں کا یار تو بھگوڑا ھے ملک سے بھاگا ہوا تو یہاں گرفتار کیسے ھوا https://t.co/PltdiXYZ7V"
47,@chsandhilaa ہر دو ٹکے کا ہیجڑا میراثی اور پتہ نہیں کون کون اٹھ کے خان صاحب کے احتساب کی بات کرتا ہے آپ کو خان صاحب کی ایک روپے کی کرپشن نہیں ملی ایک توشہ خانے کیس ملا آئے نورا بھگوڑا اور دونوں کا صرف توشہ خانہ کیس کھولے گنجا لوہار جیل کی سلاخوں کے پیچھے ہوگا اور خان صاحب سرخرو ہونگے ان شاءال
48,اور تو تھرڈ کلاس میراثی ہے https://t.co/1ws9x5uDy1
49,"@sfandyar80 میراثی که توسط به اجبار تورک ها مکتوب شده!!
دوست عزیز گیریم زبان شما مکتوب وقتی بهش اشراف نداری دوزار نمیرزه ما تورکا بهتر ازخودتون زبان و ادبیاتتون رو بلدیم و شما حتی به این هم مفتخرین"
50,"RT @KukuUppal: یہ وہی سلمان میراثی ہے جو پاکستان دشمنوں کو اداروں کیخلاف خط لکھنے ای میل کرنے اور ٹویٹ میں ٹیگ کرنے ہدایات دیتا ہے۔

#فراڈی…"
51,RT @riazniaz43: @AsadAToor جس بھانڈ میراثی کنجر کو دیکھو صحافی بنا ھوا ھے یہ اسد طور اس قابل بھی نہی کہ عمران خان ایسے دو جوتے او تو ھے کون…
52,"RT @MIANAAMIRSHAH14: میراثی. اداکار. مکار. بدکار. ریا کار..
ڈیڈھ فٹیا کارٹون شوباز.."
53,"میراثی. اداکار. مکار. بدکار. ریا کار..
ڈیڈھ فٹیا کارٹون شوباز.. https://t.co/D2fzzAV5dj"
54,@jawadahmadone اور تو کسی بھانڈ میراثی اور ناچنے گانے والی عورت کی نسل سے ہے۔
55,"@iamshafaatali سن لو اس میراثی کی بھی۔
ہڈ حرام میراثی بائیکاٹ تم امراء نے کرنا ہے۔ جتنا اب ریٹ ہوچکا ہے نوے فیصد پاکستانیوں کا قدرتی بائیکاٹ ہو چکا ہے"
56,@aniqnaji نواز شریف ہمیشہ جرنیلوں سے ڈیلیں کرکے اقتدار میں آیا. پہلے ووٹ چوری کرتا پھر قوم کا پیسہ چوری کرتا لیکن اس دفعہ تو سارا الیکشن ہی چوری کر رہا ہے کیونکہ پتہ ہے کسی صورت الیکشن تو جیت نہیں سکتے اسلیے الیکشن ہی کینسل کروا دو. یہ میراثی خاندان آئین و قانون سے خود کو بالاتر سمجھتا ہے.
57,@jawadahmadone میراثی رمضان میں تو اپنا یہ گندہ منہ بند رکھ لو یا پھر شیطان بھی اپنی ذمہ داری تجھے سونپ گیا ہے؟؟
58,RT @AnilaUk: @adnanactor تم مائرہ کو جپھیاں پپیاں کرتے عام پبلک کو یہ یہ سہولت حاصل نہیں اسلیے let them doمیراثی اس وقت کیوں نہیں بولے تھے…
59,RT @hanifadvocate0: @adnanactor ان کی Respect کرنے کی بنیاد کیا ہے کیا انور مسعود کو اس کے لچر پن اور تعصب اور میراثی پن کی بنیاد پر اس کی…
60,@adnanactor ان کی Respect کرنے کی بنیاد کیا ہے کیا انور مسعود کو اس کے لچر پن اور تعصب اور میراثی پن کی بنیاد پر اس کی ریسپیکٹ کیجاۓ  اور ماہرہ کی لچر فلموں میں اداکاری کی وجہ سے اس کی ریسپیکٹ کی جاۓ کچھ ہوش کرو کیا تم مسلمان ہو
61,RT @iranbutt85: آوارہ کھوتی کے بچے وہ میراثی امریکہ میں ہے اس ٹائم رو بھوسڑی کے بھونک بھونک ہی فوت ہو جانا ہے
62,RT @iranbutt85: آوارہ کھوتی کے بچے وہ میراثی امریکہ میں ہے اس ٹائم رو بھوسڑی کے بھونک بھونک ہی فوت ہو جانا ہے
63,"RT @KukuUppal: یہ وہی سلمان میراثی ہے جو پاکستان دشمنوں کو اداروں کیخلاف خط لکھنے ای میل کرنے اور ٹویٹ میں ٹیگ کرنے ہدایات دیتا ہے۔

#فراڈی…"
64,RT @iranbutt85: آوارہ کھوتی کے بچے وہ میراثی امریکہ میں ہے اس ٹائم رو بھوسڑی کے بھونک بھونک ہی فوت ہو جانا ہے
65,"RT @_me786: جعلی کاغذات پر بیرون ملک جانے والا میراثی ائیر پورٹ پر پکڑا گیا
 تو دوسری لائن میں کھڑےاپنے باقی دوستوں کےنام لےکر پکارنا شروع…"
66,@ImranRiazKhan بیشرمی بیغرتی کی انتہا کر دی اس امپورٹڈ حکومت نے. شریف خاندان اگر نسلاً میراثی ہیں تو اس میں قوم کا کیا قصور ہے؟ میراثیوں نے پولیس میں بھی کافی سارے میراثی اور جرائم پیشہ افراد بھرتی کیے تاکہ قوم سے بدلہ لیا جا سکے.  عوام سے کیوں میراثیوں کا بدلہ لیا جا رہا ہے؟
67,"RT @KukuUppal: یہ وہی سلمان میراثی ہے جو پاکستان دشمنوں کو اداروں کیخلاف خط لکھنے ای میل کرنے اور ٹویٹ میں ٹیگ کرنے ہدایات دیتا ہے۔

#فراڈی…"
68,"RT @_me786: جعلی کاغذات پر بیرون ملک جانے والا میراثی ائیر پورٹ پر پکڑا گیا
 تو دوسری لائن میں کھڑےاپنے باقی دوستوں کےنام لےکر پکارنا شروع…"
69,"RT @KukuUppal: یہ وہی سلمان میراثی ہے جو پاکستان دشمنوں کو اداروں کیخلاف خط لکھنے ای میل کرنے اور ٹویٹ میں ٹیگ کرنے ہدایات دیتا ہے۔

#فراڈی…"
70,@Tahirmughalpml8 @MaryamNSharif ن لیگ کی فورس میں ایسے میراثی ہیں اففففف🤣🤣🤣
71,"@shafqatmm1 جناب تسی بھانڈ بن اودوں میراثی رجمنٹ وچ قصیدے تے بڑے سناندے سو باجوے دی انگل تے بیٹھ کے
ہن پہلے خود نوں پھدو تے باجوے نوں اس دور دا تاجا حوالدار لکھو چلو شاباش
غیرت دیکھاو جناب
ہن دو نمبر اکاؤنٹ تو آ کے گالاں نا کڈنا
ایسے اکاؤنٹ توں سچ مننا اوکے"
72,"RT @KukuUppal: یہ وہی سلمان میراثی ہے جو پاکستان دشمنوں کو اداروں کیخلاف خط لکھنے ای میل کرنے اور ٹویٹ میں ٹیگ کرنے ہدایات دیتا ہے۔

#فراڈی…"
73,@jawadahmadone رکشے والا میراثی پھر آ گیا۔
74,"@SabirHu76068942 @AsadShah277 @jawadahmadone بلکل
میراثی اور کنجر بندے کے ساتھ خان صاحب کو ملا رہے ہوے"
75,"RT @KukuUppal: یہ وہی سلمان میراثی ہے جو پاکستان دشمنوں کو اداروں کیخلاف خط لکھنے ای میل کرنے اور ٹویٹ میں ٹیگ کرنے ہدایات دیتا ہے۔

#فراڈی…"
76,"@jawadahmadone میں تو اس بغیرت کوفالو بھی نہیں کرتا اسکی ٹوئیٹ کیوں میرےسامنےآتی ہےباربار 
اب توروزےہیں ہماری زبان کیوں گندی کرتی ہےاسکی غلیظ ٹوئیٹ ادھر لا کے 
اسکو توکوئی فرق نہیں پرتا ساری عمرحرام کھایااورنارمضان کالحاظ ہےاس میراثی مین چند ٹکوں کے لئیے اپنی اور دوسروں کے رمضان خراب کر رہا ہے"
77,RT @JUIAnswersBack: تحریک انصاف اور اس تیتر نے  جتنے بھی ویڈیوز اپنے اکاونٹ پر اپلوڈ کی ہے اکثر پرانی ہے ۔میراثی سلمان احمد ٹورنٹو میں موجو…
78,"RT @KukuUppal: یہ وہی سلمان میراثی ہے جو پاکستان دشمنوں کو اداروں کیخلاف خط لکھنے ای میل کرنے اور ٹویٹ میں ٹیگ کرنے ہدایات دیتا ہے۔

#فراڈی…"
79,"@humnewspakistan @RanaSanaullahPK یہ خود مانتے ہیں کہ سارے جعلی کیسز بنائے صرف عمران خان کو تنگ کرنے کیلئے. اور ان کے لفافے سارا دن آئین و قانون کی بات کرتے ہیں لیکن اچھا ہے قوم کے سامنے میراثی خاندان، ان کے درباری اور لفافے سب مکمل ننگے ہو گئے ہیں. جبکہ عمران خان کو اللہ نے مزید مقبولیت اور عزت دی.
#Fascist_PDM"
80,RT @HMogadasi: فرهنگ مردم هزاره ازنظر میراثی بسیار غنی ودارای آداب منحصربه فرد می‌باشد.منطقه هزاره‌نشین دارای تاریخ باستانی و وارث تمدن‌های…
81,"RT @KukuUppal: یہ وہی سلمان میراثی ہے جو پاکستان دشمنوں کو اداروں کیخلاف خط لکھنے ای میل کرنے اور ٹویٹ میں ٹیگ کرنے ہدایات دیتا ہے۔

#فراڈی…"
82,"RT @ceraenoor: جعلی کاغذات پر بیرون ملک جانے والا میراثی ائیر پورٹ پر پکڑا گیا
 تو دوسری لائن میں کھڑے اپنے باقی دوستوں کے نام لے کر پکارنا…"
83,@jawadahmadone حرامی میراثی تیری قبض بھی صرف عمران خان کے خلاف بھونکنے سے ٹوٹتی ہے۔۔۔
84,@jawadahmadone تیرے جیسا گندی ترین نسل کا حرامی سور دنیا میں نہیں پایا جاتا تیری اوقات کیا ہے کیا عمران خان نے تیری بہن کا رشتہ نہیں لیا جو اتنی گندی بکواس کرتے ہو میراثی
85,"RT @_me786: جعلی کاغذات پر بیرون ملک جانے والا میراثی ائیر پورٹ پر پکڑا گیا
 تو دوسری لائن میں کھڑےاپنے باقی دوستوں کےنام لےکر پکارنا شروع…"
86,"RT @_me786: جعلی کاغذات پر بیرون ملک جانے والا میراثی ائیر پورٹ پر پکڑا گیا
 تو دوسری لائن میں کھڑےاپنے باقی دوستوں کےنام لےکر پکارنا شروع…"
87,"RT @KukuUppal: یہ وہی سلمان میراثی ہے جو پاکستان دشمنوں کو اداروں کیخلاف خط لکھنے ای میل کرنے اور ٹویٹ میں ٹیگ کرنے ہدایات دیتا ہے۔

#فراڈی…"
88,RT @iranbutt85: آوارہ کھوتی کے بچے وہ میراثی امریکہ میں ہے اس ٹائم رو بھوسڑی کے بھونک بھونک ہی فوت ہو جانا ہے
89,RT @JUIAnswersBack: یہ شخص مسلسل جھوٹی خبریں پھلا رہے ہیں،  پرانی ویڈیو اپلوڈ کی ۔خود سلمان  میراثی نے بتایا  کہ وہ کہی باہر بیٹھا ہے ۔ اس…
90,RT @iranbutt85: آوارہ کھوتی کے بچے وہ میراثی امریکہ میں ہے اس ٹائم رو بھوسڑی کے بھونک بھونک ہی فوت ہو جانا ہے
91,"یہ وہی سلمان میراثی ہے جو پاکستان دشمنوں کو اداروں کیخلاف خط لکھنے ای میل کرنے اور ٹویٹ میں ٹیگ کرنے ہدایات دیتا ہے۔

#فراڈیا_دہشتگرد https://t.co/mNCkQ7l7si"
92,RT @MeZaildar: اس دو ٹکے کے میراثی نے بلاک کر رکھا تھا اور ہم سمجھے کتا مر گیا ہے https://t.co/GoSO9AZZOR
93,RT @Barbossa_Hazara: فرهنگ مردم هزاره ازنظر میراثی بسیار غنی ودارای آداب منحصربه فرد می‌باشد.منطقه هزاره‌نشین دارای تاریخ باستانی و وارث تم…
94,RT @JUIAnswersBack: تحریک انصاف اور اس تیتر نے  جتنے بھی ویڈیوز اپنے اکاونٹ پر اپلوڈ کی ہے اکثر پرانی ہے ۔میراثی سلمان احمد ٹورنٹو میں موجو…
95,@jawadahmadone اور تو نسلی میراثی اپنا کام کر ڈھول بجا اور ناچ 😂
96,RT @JUIAnswersBack: تحریک انصاف اور اس تیتر نے  جتنے بھی ویڈیوز اپنے اکاونٹ پر اپلوڈ کی ہے اکثر پرانی ہے ۔میراثی سلمان احمد ٹورنٹو میں موجو…
97,@babakodda18plus یہ میراثی کئی طاقتورچودھریوں کا کلہ ٹھوک گیا ہے ویسے 😂
98,RT @SobiaRehmaan: @jawadahmadone ہم بھی ثابت کر سکتے ہیں کہ خان صاحب بہت عزت دار اور غیرت والے ہیں لیکن ہم یہ بھی ثابت کر سکتے ہیں کہ تو ان…
99,RT @FaisalKhokhar76: @jawadahmadone تو جا کر مہندی کی یہ رات گا میراثی
