,tweet
14,رنڈی بشریٰ پنکی اپنے یار گاہک زلفی بخاری سے عشق وشق کپڑے شپڑے اتارنے نہانے کی موزوں پر اہم بات چیت کررہی ہے ٹرامار نشئی کوکینی کہہ رہی میری بیوی گھر میں اکیلی تھی جب پولیس اندر داخل ھوئی نشئی بشریٰ خاورمانیکا کو بیوی کہتا ہے ارے کھوتے بشریٰ تو سارے پنڈ دی ووہٹی ہے بیوی ہے گاڑی ہے https://t.co/TcBQwOrCfD
15,"@MaryamNSharif ٹھگوں کا ٹولہ جاتی امراء نامی رنڈی خانے میں رہتا ہے۔ جو بیغیرتی کمینگی ٹھگ بازی فراڈ ڈکیتی بدمعاشی کہ ہر حد پور کر چکا جب حالات بگڑتے تو اپنی دوشیزاوں کا ڈھال بناتے کبھی جی ایچ کیو کہ آگے تو کبھی عربوں کئلیے۔ 
جب جب یہ رنڈی خانے کہ دلال طاقت میں آئے ہیں تب تب عوام کی اینٹ بجی ہے"
16,@generousguise @CSMR786 چپ رنڈی کے بچے تب کوئی وزیر اعلی اپنی بیوی بیٹی بھی ایک جنسی درندے کو لیش نہیں کیا کرتاتھا نہ وہ ریاست پر حملہ کرتے تھے،
17,"اسی لڑکیوں کی وجہ سے تو لڑکے مرد آتے ہیں رات دن مشغلہ رہتا ہے پی ٹی آئی تو جینئس کنجروں کی پالٹی ہے حیا عزت والا بندہ کیا کرےگا نشئی گانڈو زناکار ممبر ہیں
رنڈی گشتی ٹیکسی کنجری اسکے ممبر خواتین ہیں https://t.co/7mN5T8Jepr"
18,@SIYASIDERA یہ بغیرت رنڈی کا بچہ خود اپنی بیٹی سے نکاح کر کے آئر لینڈ گیا ہے https://t.co/QDzrzXSSHX
19,@FarrukhHabibISF بیغیرت دلے رنڈی کے وہ پولیس والا تمیز سے بات کر رہا اور عورتیں یوتھیوں کی حریم شاہ اور تیری رن کی طرح ہیں، پولیس والا کہہ بھی رہا آپ کیوں آ گئی ہیں اور یوتھن کہہ رہی یوتھیا یہاں ہے تو یہیں آنا
20,رنڈی کے بچے روزے گزار لے سکون سے پھر ماں اور بہن سے دھندا کروانا https://t.co/gjpExfY5p9
21,"@iqrarulhassan وہ ڈیلیٹ کر دیتا تو بھی رنڈی رونا۔ معزرت کر لے تو بھی رنڈی رونا۔ 

ڈیلیٹ نا کرے تو بھی رنڈی رونا۔"
22,@SHABAZGIL ابلیس کے بچے ، رنڈی کے بچے تم ادھر ہے ٹھیک ہو ۔ تم لوگوں نے اس مقدس جگہ کو بھی اپنی گندی سوچ سے متاثر کرو گہےے
23,"RT @KrqOfficial: میرے وطن کی جمہوریت اشرافیہ کے حرم میں ناچنے والی رنڈی ہے 
اور
ہرصاحب اقتدار کو کھلی چھٹی ہے کہ وہ جب چاہے اُسکا جسم نوچ ڈ…"
24,@Marriyum_A رنڈی عورت
25,@Khandr786 @AzharSiddique یہ تو نہیں کہا پرچا جعلی ھے  رنڈی کے کوٹھے ھیں نیوٹرل ان کے دلال
26,@Marriyum_A رنڈی
27,@DurraniViews ہائی کورٹ کو زنان رنڈی پارک میں ہی بلا لو 🤨🤣🤑😆🤪🤪
28,"@SanaBajwa11 ویسے کبھی حرام زادوں ارو پالتوں کو انعام ملا تو وہ پکا پاکستانی میڈیا کا ہے
رنڈی عورت عمران خان کے دور میں یہ ہی 55کاتھا تو یہ صحافی کتے کی طرح بھونکتے رہتے تھے
ارو اب یہ خراب آٹا ملا جو یوکرائن سے آیا ہے تو پالتوں کی. طرح تم نے دُم ہلاناشروع کر دی"
29,"@saifullahawan40 تیری گانڈ وچ ماروں لکڑ دا دل
بابرکت مہینے میں بھی تیری بہن اور تجھے ایک ساتھ چودنے کی خواہش نہ چاہتے ہوئے بھی بڑھ رہی ہے
رنڈی کے بچے تو کیوں لاہور کے تمام راستے بند کر رہے ہو
گانڈ میں دم نہیں تو کراؤ الیکشن"
30,@SAIMANIAZI007 @NawazSharifMNS عمرانڈو اینڈ انڈسٹری کا رنڈی رونا
31,@Marriyum_A ہیرا منڈی کی رنڈی کی اولاد پتہ نہیں کتنے حرام زادوں کی اولاد ہو ایک باپ تو تھا نہیں تیری ماں روز کسی نہ کسی کے نیچے لیٹی ہوتی تھی تو باپ تو کوئی ہے نہیں تمہارا رہی بات جلسے کی تو یہ قطری کی رکیل بدچلن ننگی عورت کا گلی میں جلسہ نہیں ہے مینار پاکستان پر جلسہ ہے تیرا ابھی جل رہا ہے
32,RT @WaaniRao: اور کچھ رنڈی کے بچے تبصرے کریں گے کہ ھم نے کوئی راستہ بلاک نہیں کیا
33,@waqarsatti وقار ستی تو جتنا زور لگا لے تو رنڈی کا بچا تھا اور تو ہمیشہ رنڈی کا بچا ہی رہے گا ❌🖐
34,@KhSaad_Rafique عمران خان بار بار پیدا نہیں ہوتے۔۔ تم جیسے تو ہر رنڈی خانے میں پیدا ہوجاتے ہیں۔
35,@sadaqatkhan_95 @dtnoorkhan @FIA_Agency لیکن آپکی بیوی بہن تو ہے جو ہر کسی کے ہاتھ لگ جاتا ہے رنڈی نسل
36,@ShahidM84876687 @AhmadKh17290452 @MuhibRizvi7 شاھد رنڈی دے بچے نمبر دے اپنی چھوٹی بہن کا بہن چود پیسے لے کے چھپ گیا
37,@syedagulwis گلوش رنڈی میرے کی بورڈ کو بھی پتہ ہے
38,@RashidNasrulah رنڈی کا باپ ۔
39,"سارا رنڈی رونا صرف اور صرف ستمبر میں بندیال اور علوی کے جانے سے پہلے الیکشن کیلئے ہے
 #ImranKhan #PTI #TTPTI #AmericanStoogeIK #ElectionCommission #فراڈیا_دہشتگرد #سستی_روٹی #آصف_غفور_کا_مارشل_لاء_نامنظور
#ZafarSaysBoycottFruits #PunjabPolice #ٹرک_پھڑیا_گیا"
40,@ammarmasood3 جس کی ماں رنڈی ہو تو امر مسعود جیسے حرامزادے ہی پیدا ہوتے ہیں۔
41,"@jhonathanmorre @ImaanZHazir تم سب کے سب ایک ہی ہو گندی نسل کے کنجر 
جن کا ک
اکاؤنٹ جعلی ہو وہ مادر چود سب کے سب بکواسی کتے ہیں۔
حرامزادے تو کیا سمجھتا ہے تیرے جیسے گانڈو سے مجھے ڈرا لیں گے تو تمہاری بھول ہے رنڈی کے بچو"
42,@hinaparvezbutt اس کا مطلب مریم نواز آب صفدر اعوان کی بیگم نہیں راہیں۔ رنڈی کو شادی شدہ تو نہیں کہ سگتے 🚶👭
43,@Atifrauf79 اس رنڈی کے بچے سے کہو حکومت آنے دے پی ٹی آئی کی پھر بیان دینا اس طرح کے۔۔۔
44,@afnanullahkh رنڈی گشتی اپنے دلالوں کی جھولی میں ۔۔۔ https://t.co/buPV7pyOtj
45,"@SaimaFarooq جلو اور سڑو تیرے گنجے نواز اور رنڈی مریم نے ایسی مقبولیت 40 سال سیاست کرکے نہیں دیکھی 
ڈٹ کے کھڑا ہے کپتان تیار رہو آرہا تم لوگوں کا شکار کرنے"
46,"@realikramnasim نہایت ہی رنڈی کے بچے اور دو نمبر مدرسہ کے گانڈو ھو 
تمھارے پاس کوئ ثبوت ہے تو پیش کر ورنہ اس روزہ میں بیوی ھم سے نہ چودوالے ڈیزل یہودی کتے اور اس دونمبر لوطتیوں پر لعنت"
47,@_me786 تیری ماں کو لن گشتی کی بچی رنڈی لفافی
48,@hinaparvezbutt جیسے مریم رنڈی کی
49,@Marriyum_A تم جیسے بذات رنڈی کو کس نے مسلط کیا ہے
50,"RT @NissoanaSardar: سپریم کورٹ ہے یا رنڈی کا ۔۔۔ 🤔🤔
#بیگم_زدہ_جج https://t.co/jNi9eXcaRq"
51,@TararAttaullah @wajih_sani پولیس والے بیغرت ہے بھڑوے ہیں دلال ہیں رنڈی دے بچے اک بندر نما انسان پکڑ نہ سکے
52,@miandawoodadv سالے تو تو نہیں بچے گا  سب سے پہلے تجھے اسٹیبلشمنٹ اور حافظ کی دلالی کرنے پر اور قاتل کا وکیل بننے پر  تیری ٹوئی  ماری جائے گی۔ گانڈو وکیل رنڈی کے بچے سور کی اولاد تیری بیوی پہ سو جنگلی سور چڑھے حرامزادے
53,RT @BTPakistan: جب آپ کھلی دہشت گردی کرتے ہوئے پولیس پر پیٹرول بم پھینکے گے تو پھر یہ توقع نہ کریں کہ پولیس آ کے پھولوں کے ہار پہنائے گی۔۔…
54,@SaraMirGBP قحبہ خانے پر چھاپے سے خواتین ھی گرفتار ھوتی ھیں۔رنڈی
55,@socialcritiq @realrazidada سپریم کورٹ مو اس وقت تک سپریم کوٹھا اور ایسے ٹرک ججز کو رنڈی سمجھا اور کیا جائے
56,@arynewsud یہ جو رنڈی ہے اس کے پیچھے نواز کی رنڈی ہے
57,@Shahzad45462307 @fun_withfools قادیانی بہنوں کمائی کھانے والے تیری ماں آسیہ  رنڈی نےتین عدالتوں میں اقرار جرم کیا معافی مانگی پھر بھی پھانسی کا حکم ہوا مگر تیرا دادا ثاقب نثور تھاچیف چسچس جو ڈیم کے لیے پیسے جمع کر رہاتھا ان پیسوں سے تمام پی ٹی آئی کی گشتیوں کو حصہ بھی دینا تھااور دیا بھی اس نےآسیہ کو آزاد کیا
58,@hinaparvezbutt اس کی تربیت آپ کو دی گئی تربیت سے لاکھ گنا بہتر ہے۔ جس طریقے سے آپ اپنے ممے  اور گانڈ باہر نکال کر تصویریں نکالتی ہیں وہ صاف بتا دیتی ہے کہ تربیت کس قسم کے رنڈی خانے سے حاصل کی ہے
59,"RT @NissoanaSardar: سپریم کورٹ ہے یا رنڈی کا ۔۔۔ 🤔🤔
#بیگم_زدہ_جج https://t.co/jNi9eXcaRq"
60,@falakjavaidkhan @MashwaniAzhar یہ جو غنڈا گردی ہے اس کے پیچھے نواز کی رنڈی ہے ۔
61,@saifullahawan40 تیری ماں کو کسی انسان نہیں چودا یقینا کتے سے چدوا کر تجھے پیدا کیا ھے اس رنڈی نے کتے جیسی تیری شکل ھے بھڑوے
62,@7October19982 @soldierspeaks سارے طاقت کے کھیل ھیں۔۔۔اتنی طاقت میرے پاس ھو۔۔۔تم جیسی رنڈی بھی۔۔۔میرے کتے کے ساتھ بھی سونے کے لئے تیار ھو جائے
63,@Abbasshabbir72 یہ جو غنڈا گردی ہے اس کے پیچھے نواز کی رنڈی ہے۔
64,@miandawoodadv @iqrarulhassan اوۓ رنڈی کا اولاد
65,RT @MuftiMufta: ایک عرب دانا عورت نے اپنی بیٹیوں کو نصیحت کی کہ ان سات قسم کے مردوں سے کبھی شادی نہ کرنا چاہے ان کے پاس مال و متاع کی کمی ن…
66,سب کتے پھڑے جان گئے ۔پی ٹی آئی پاکستان کی دشمن دین کی دشمن یہودیوں کے پالتو کتوں کی پارٹی ہے ۔اس رنڈی کے بھونکنے سے کچھ نہیں ھو گا ۔سب کو ننگا کیا جاۓ گا https://t.co/mCrgGlHsXq
67,@sherryrehman رنڈی 🤪
68,@sherryrehman رنڈی 😀
69,@sherryrehman رنڈی 🤭
70,@OryaMaqboolJan او لنڈے کے ملا تم جیسے چاپلوس گلیوں میں چرس بچ رہے ہوتے ہیں جو لوگوں کو متوجہ کرنے کے لیا اپنا رنڈی رونا کرتے ہیں
71,@Marriyum_A رنڈی چار سالوں میں اتنی مہنگائی نہیں ہوئی جتنی اس بھڑوے بھگوڑے نواز اور گیراجن کی حکومت میں ہوئی ہے 35 سالوں سے ڈاکوؤں نے لوٹ مار لگا رکھی ہے ایوان فیلڈ میں رہتا لیکن رسید نہیں ہے کیسی لیا بیٹی پیش کر دی خود پیش نہیں ہوا بھگوڑا رنڈیوں کی پیروی ایک رنڈی کر سکتی ہے جیسے تو کر رہی🤣
72,@iNewsCrew @Miss3zero1 جب جلسوں میں  سرعام یوتھیے تم جیسی پر ہاتھ ڈالتے ہیں کپڑے پھاڑتے ہیں آگے پیچھے فل ہتھ پھیرتے ہیں اور انگلیاں چپے چڑھا لیتے ہیں تب مینرز کہاں جاتے ہیں اس وقت تم جیسی رنڈی کو وہ پولیس والا ہی آکر بچاتا ہے جس پر تم نے پتھر مارے پیٹرول بم مارے ورنہ عمرانڈوز سرعام تمہیں لگیں
73,@SabeeKazmi786 تو ویسے بھی ایرانی رنڈی کی اولاد ہے تیری دعاؤں سے کچھ نہیں ملنا تو اور تیرا مرتد دونوں دوزخ میں جاؤ گے
74,"@gnnhdofficial اس رنڈی کو یہ بھی بتاے 
مقدمے سارے جعلی اور بےبنیاد ہیں 
مگر خیر اس  رنڈی کو یہ بات سمجھ نہیں اے گا 😐😐😐"
75,@OryaMaqboolJan تیرے منہ میں پیشاب کروں رنڈی کہ بچے بڈھا ہوکر عقل نہ آئی تجھے الٹا ہور مادر چود ہوگیا ہے
76,تیری رنڈی ماں زدہ تیری رنڈی کُڈی زدہ😂 https://t.co/bOhNfQT0gP
77,@Marriyum_A چل نکل رنڈی 🖕🏿🖕🏿🖕🏿
78,اور کچھ رنڈی کے بچے تبصرے کریں گے کہ ھم نے کوئی راستہ بلاک نہیں کیا https://t.co/Bt0dp2SvXF
79,@betterpakistan ابے او ضیا کی رنڈی کی ناجائز اولاد۔ مادرچود تیری ماں نے چدوا چدوا کر تجھے ضیاء کے خرچے پر باہر پڑھنے کو بھیجا تاکہ تو اس کی چدائ میں خلل نا ڈالے، تو پھر بھی detention کا مطلب نا سیکھ سکا گانڈو۔
80,رنڈی کی نسلون کو ننگا کرنیکا بہت شوق ہے تو ٹھک ہے تمہارے گھر کے https://t.co/2bG3LZpKSX
81,RT @AminaGul69: گھر کی کون سی گرم رنڈی ایسے اپنے مست بڑے مموں کی لائن کے جلوؤں سے آپ لوگوں کے لنوں سے کھیلتی ہے؟🔥🔥🔥🔥🔥 https://t.co/C2CkbNmK…
82,تیری رنڈی ماں بھی اس لیڈر کا لیتی ہے ؟ آٹا https://t.co/oDD5DmDvfC
83,RT @Mom_Sis_Incest: افففف کیا ممے تھے یار چاچی جان کی بہن کے بہت ہی مست دل کش افففف بہت بہت بڑی مست آنٹی تھی یار کیا بتائو آج جنتا مزہ آیا…
84,@iqrarulhassan یہ بے غیرت @ImranRiazKhan صحافی نہیں ہے @PTI کا ٹٹو اور پراپیگنڈا ہینڈلر ہے پکڑے جاتے ہیں تو رنڈی رونا ڈالتے ہیں کہ ہم صحافی ہیں۔۔۔
85,"RT @NissoanaSardar: سپریم کورٹ ہے یا رنڈی کا ۔۔۔ 🤔🤔
#بیگم_زدہ_جج https://t.co/jNi9eXcaRq"
86,@Marriyum_A رنڈی عورت تمہاری ماں نے کس حثیت سے توشہ خانہ سے گھڑیاں لیں زیادہ بھونکوں مت کتی بچی
87,@hinaparvezbutt بیغرت تو تمہارے ماء باپ ہیں جسنے تمہیں پیسو کے خاطر رنڈی بنا دیا ہے ڈائں مریم جسکی وڈیو بنانی ہوتی ہے ہمبستری کے لیے تم جیسی سستی رنڈی کو بھیج تی ہے اور وہ گٹیا وڈیو دیکھ۔کر تمہارے ماء باپ تمہے شاباشی دیتے ہیں مریم کی پالتو کتی
88,"@MaryamNSharif 
اس رنڈی کو مینشن کریں اس لائیق یے ہے https://t.co/WDSVz8uj2G"
89,"حکومت نے آگر راستے بند کردئیے ہیں تو ضروری نہیں مینار پاکستان پر جلسہ کریں آپ جاتی امرء کے باہر بھی جلسہ کرسکتے ہیں اور آگر وہاں بھی حکومت روک لیں تو کمپنی کے دفاتر کے سامنے تو جسلہ کرنے کا الگ لیول ہوگا
یہ ملک ہے کوئی کھوٹہ نہیں جو ایک رنڈی چلا رہی ہے 
#چلوچلو_مینارپاکستان_چلو"
90,"@MaryamNSharif 
یے رنڈی عورت کومنٹ شوق سے پڑھتی ہے
اب تو دنیاں میں یے گالی بن چکی ہے جرنیلون کی رکھیل https://t.co/OGLS1em2j6"
91,"@Marriyum_A تیرے جیسی رنڈی اور گھڑی چور ماں کی اولاد کو کیا پتا کے حقیقی آزادی کیا ہے. دفن تو تم سب کی سیاست کو کر دیا خان نے.
#امپورٹڈ_حکومت_نامنظور
#عمران_خان_ہماری_ریڈ_لائن"
92,@Marriyum_A رنڈی کی بچی مہنگائی کی طرف بھی توجہ دے اللہ تعالیٰ تم لوگوں کو تباہ برباد کر دے
93,RT @AminaGul69: گھر کی کون سی گرم رنڈی ایسے اپنے مست بڑے مموں کی لائن کے جلوؤں سے آپ لوگوں کے لنوں سے کھیلتی ہے؟🔥🔥🔥🔥🔥 https://t.co/C2CkbNmK…
94,گھر کی کون سی گرم رنڈی ایسے اپنے مست بڑے مموں کی لائن کے جلوؤں سے آپ لوگوں کے لنوں سے کھیلتی ہے؟🔥🔥🔥🔥🔥 https://t.co/C2CkbNmKjH
95,@jookkeerrnnii رنڈی نانی
96,@alampspdanish1 @PanhwarMohsin نثار پنہور بھائی ایک خاندانی سندھی تھا ہے تم جیسے بے غیرت نمک حرام مہاجر سے لاکھ جگہ اچھا ہے تیرا بہنوئی ہے اور تیرے باپ کا ساتھی ہے بڑھوے بوٹ پالش کرو پنجابیوں کے رنڈی کے بچے
97,"RT @hanifayousafzai: @RanaSanaullahPK Hey you son of a bitch رانا باندرے fk you with your fkin constitution you son of a bitch 🖕

That was…"
98,@sariyarana @BBhuttoZardari @MaryamNSharif @BakhtawarBZ @AseefaBZ ایک رنڈی گشتی کنجری عورت جو خود دوپٹا نہی لیتی، جن کی لیڈر بینظیر کی ننگی فوٹو پورے پاکستان کو نواز شریف نے دیکھائی، ایسی عورت دوسری عورتوں کے دوپٹے بارے بول رہی ہے۔واہ یہ تو قیامت کی نشانی ہے
99,@sariyarana ایک رنڈی گشتی کنجری عورت جو خود دوپٹا نہی لیتی، جن کی لیڈر بینظیر کی ننگی فوٹو پورے پاکستان کو نواز شریف نے دیکھائی، ایسی عورت دوسری عورتوں کے دوپٹے بارے بول رہی ہے۔واہ یہ تو قیامت کی نشانی ہے
